ApplicationID,StageName,ReviewedDate,ReviewedBy,ActionTaken
235,Medical Check,2025-06-15,Menaka Rizvi,Pending
235,Interview,2025-02-21,Nishani Sivapragasam,Rejected
236,Final Approval,2025-06-09,Ibrahim Wijesinghe,Pending
236,Interview,2025-07-15,Nirosha Edirisinghe,Pending
236,Visa Processing,2025-06-21,Kamal Xavier,Rejected
237,Medical Check,2025-01-28,Madushan Alwis,Approved
237,Visa Processing,2025-02-09,Kanchana Weerasinghe,Approved
238,Medical Check,2025-06-15,Sashika Bandara,Pending
238,Initial Review,2025-06-30,Fathima Alwis,Approved
238,Final Approval,2025-06-11,Chandrika Weerakoon,Pending
239,Interview,2025-03-19,Pavithra Balasuriya,Rejected
240,Final Approval,2025-01-01,Sampath Sivapragasam,Pending
240,Interview,2025-06-13,Kithsiri Ekanayake,Approved
241,Visa Processing,2025-04-30,Dayan Xavier,Pending
242,Final Approval,2025-05-11,Fazil Uthayakumar,Rejected
243,Medical Check,2025-02-08,Soha Rajapaksa,Hold
243,Final Approval,2025-03-16,Chandana Guneratne,Rejected
244,Interview,2025-08-19,Harshani Dharmasena,Approved
244,Initial Review,2025-08-10,Mahesh Ibrahim,Rejected
244,Medical Check,2025-08-17,Vijitha Kodithuwakku,Approved
245,Medical Check,2025-08-07,Udaya Munasinghe,Rejected
246,Final Approval,2024-09-27,Sanjaya Hettiarachchi,Approved
246,Interview,2025-08-20,Nirosha Ponnambalam,Rejected
246,Visa Processing,2025-01-22,Prabha Kulathunga,Pending
247,Medical Check,2025-06-21,Madushika Yapa,Approved
247,Interview,2025-03-31,Mahinda Herath,Hold
247,Final Approval,2025-03-21,Tharaka Guneratne,Pending
248,Medical Check,2025-08-12,Buddhini Galappaththi,Approved
248,Interview,2025-08-09,Wimal Pathirana,Approved
249,Final Approval,2025-01-08,Saman Vithanage,Hold
249,Visa Processing,2025-03-08,Anne Yapa,Approved
249,Medical Check,2025-04-06,Isuri Balasuriya,Hold
250,Interview,2025-07-24,Aloka Ranaweera,Rejected
250,Visa Processing,2025-07-05,Oshadi Gamage,Pending
251,Initial Review,2025-07-23,Chamara Hewage,Pending
251,Visa Processing,2025-07-17,Sarath Uthayakumar,Approved
251,Final Approval,2024-08-18,Indika Thilakarathna,Rejected
252,Visa Processing,2025-08-10,Priyantha Munasinghe,Hold
252,Interview,2025-07-21,Harshani Thilakarathna,Pending
253,Interview,2024-11-15,Eshika Hewage,Approved
254,Visa Processing,2025-06-11,Pradeep Weerasinghe,Hold
254,Initial Review,2025-03-28,Sanduni Gamage,Approved
254,Medical Check,2025-02-18,Chaminda Balasuriya,Approved
255,Visa Processing,2024-06-28,Eranga Madugalle,Rejected
255,Final Approval,2025-01-22,Isuru Jayaweera,Pending
256,Medical Check,2025-06-26,Menaka Weerakoon,Hold
256,Interview,2025-07-27,Anne Udayanga,Hold
256,Initial Review,2025-07-08,Dilani Kulathunga,Pending
257,Medical Check,2025-03-26,Gamini Thilakarathna,Hold
258,Visa Processing,2025-06-18,Yashodha Bandara,Rejected
258,Initial Review,2025-06-07,Kapila Obeysekera,Approved
259,Interview,2024-10-04,Anjali Herath,Pending
260,Initial Review,2024-03-02,Fathima Hewage,Hold
260,Final Approval,2025-07-25,Janani Balasuriya,Hold
261,Initial Review,2024-11-07,Yashodha Peiris,Approved
262,Initial Review,2025-06-14,Suranga Munasinghe,Hold
262,Visa Processing,2025-06-28,Asanka Ilangakoon,Hold
262,Medical Check,2025-08-01,Hansika Opatha,Pending
263,Initial Review,2025-08-16,Eshini Ilangakoon,Approved
264,Initial Review,2024-11-03,Eranga Jayawardena,Hold
264,Medical Check,2024-02-02,Thushari Edirisinghe,Approved
265,Final Approval,2025-07-08,Ganga Rajapaksa,Hold
266,Medical Check,2025-07-11,Rashmi Abeysinghe,Rejected
266,Final Approval,2025-07-12,Vijitha Fonseka,Hold
267,Visa Processing,2025-06-23,Chathurika Fernando,Pending
267,Interview,2025-05-16,Janani Liyanage,Hold
268,Visa Processing,2025-08-16,Inoka Dias,Pending
269,Medical Check,2025-07-28,Indika Karunaratne,Hold
270,Interview,2025-01-22,Udaya Cooray,Approved
270,Initial Review,2025-08-06,Lakmini Liyanage,Approved
271,Final Approval,2024-10-22,Inoka Herath,Approved
271,Initial Review,2024-09-16,Gayani de Silva,Approved
272,Visa Processing,2025-08-03,Rohan Vithanage,Pending
272,Initial Review,2025-07-19,Tilak Gunawardena,Rejected
273,Final Approval,2024-11-17,Yohan Yogarajah,Rejected
274,Initial Review,2024-02-17,Gayan Kumara,Hold
274,Final Approval,2025-07-21,Viraj Ekanayake,Hold
274,Medical Check,2025-06-14,Kamal Rizvi,Hold
275,Initial Review,2025-07-22,Harsha Dissanayake,Approved
276,Initial Review,2025-03-08,Hemantha de Silva,Approved
276,Visa Processing,2025-02-21,Deepthi Udayanga,Pending
276,Medical Check,2025-07-24,Sampath Liyanage,Pending
277,Medical Check,2024-12-27,Oshan Fonseka,Pending
278,Medical Check,2025-08-20,Oshan Rajapaksa,Hold
279,Visa Processing,2024-06-01,Erandika Vithanage,Approved
280,Medical Check,2025-08-18,Rashmi Peiris,Hold
280,Final Approval,2024-09-10,Pasindu Obeysekera,Approved
281,Visa Processing,2025-07-15,Rohan Basnayake,Hold
281,Interview,2025-07-01,Asanga Ratnayake,Rejected
282,Initial Review,2025-07-24,Lalith Thilakarathna,Pending
282,Visa Processing,2025-07-24,Zara Peiris,Pending
283,Final Approval,2025-06-01,Anura Fonseka,Rejected
284,Visa Processing,2025-03-16,Indrani Edirisinghe,Rejected
284,Initial Review,2023-11-15,Ruwan Jaleel,Rejected
284,Medical Check,2025-07-07,Pasindu Lokuhetti,Rejected
285,Interview,2024-06-13,Vijitha Dias,Rejected
285,Final Approval,2024-12-04,Saman Sivapragasam,Approved
286,Visa Processing,2025-08-19,Sanjaya Nadarajah,Approved
286,Final Approval,2025-08-14,Wimal Kodithuwakku,Approved
286,Interview,2025-08-19,Nuwan Rizvi,Hold
287,Visa Processing,2024-10-18,Akila Udayanga,Pending
287,Interview,2024-09-04,Duminda Obeysekera,Hold
288,Initial Review,2025-07-03,Sana Dharmasena,Approved
288,Visa Processing,2025-01-23,Lahiru Amarasinghe,Pending
288,Medical Check,2025-07-21,Nirosha Madugalle,Rejected
289,Final Approval,2025-06-27,Zahran Kulathunga,Pending
289,Interview,2025-08-19,Queenie Gamage,Pending
289,Medical Check,2025-07-28,Soha Vithanage,Pending
290,Visa Processing,2025-04-04,Asanka Herath,Approved
290,Final Approval,2025-03-22,Deepthi Gamage,Pending
291,Medical Check,2024-08-31,Roshini Weerasinghe,Rejected
292,Medical Check,2025-07-13,Sanjaya Xavier,Rejected
292,Final Approval,2025-06-13,Dinesh Chandrasekara,Approved
293,Interview,2025-07-17,Janaka Galappaththi,Pending
293,Medical Check,2024-12-14,Soha Madugalle,Approved
293,Initial Review,2025-04-28,Anne Yapa,Hold
294,Medical Check,2025-01-15,Buddhini Madugalle,Pending
294,Initial Review,2024-09-21,Anura Senanayake,Hold
294,Interview,2024-04-08,Nirosha Ranaweera,Pending
295,Medical Check,2025-02-25,Nishani Karunaratne,Pending
296,Final Approval,2025-05-12,Saman Amarasinghe,Hold
297,Final Approval,2025-01-01,Soha Basnayake,Approved
297,Interview,2024-07-14,Wimal Abeysinghe,Rejected
298,Interview,2025-08-20,Sana Galappaththi,Hold
298,Initial Review,2025-08-10,Fathima Amarasinghe,Approved
299,Initial Review,2024-10-01,Pasindu Edirisinghe,Rejected
300,Medical Check,2025-06-28,Lasantha Guneratne,Hold
301,Interview,2025-04-22,Wimal Nanayakkara,Approved
301,Final Approval,2025-03-07,Kapila Madugalle,Approved
301,Medical Check,2025-04-10,Gayan Chandrasekara,Approved
302,Final Approval,2025-05-04,Amarasiri Peiris,Approved
302,Initial Review,2025-03-24,Sampath Perera,Approved
302,Visa Processing,2025-04-23,Udaya Udayanga,Hold
303,Visa Processing,2025-05-26,Indika Vigneswaran,Pending
303,Medical Check,2025-03-29,Gamini Ilangakoon,Rejected
303,Initial Review,2024-03-19,Lahiru Dissanayake,Approved
304,Interview,2024-09-17,Madushan Opatha,Rejected
305,Interview,2025-02-14,Vishaka Zoysa,Pending
305,Visa Processing,2024-10-20,Wasantha Thangavelu,Rejected
305,Medical Check,2025-08-05,Shey de Silva,Hold
306,Medical Check,2025-04-26,Kasun Chandrasekara,Rejected
306,Initial Review,2025-08-15,Mahesh Xavier,Rejected
306,Visa Processing,2024-11-30,Yohan Kumara,Pending
307,Medical Check,2024-10-24,Udeshika Yogarajah,Approved
308,Medical Check,2025-01-05,Chandana Yogarajah,Pending
308,Visa Processing,2024-08-30,Anura Yapa,Rejected
309,Initial Review,2025-02-06,Mohamed Fernando,Rejected
309,Visa Processing,2024-03-29,Lasantha Thangavelu,Approved
309,Final Approval,2024-09-21,Nethmi Gunawardena,Pending
310,Visa Processing,2024-11-18,Thilini Opatha,Rejected
311,Final Approval,2024-10-13,Achini Kulathunga,Hold
312,Initial Review,2025-06-11,Vimukthi Samarasinghe,Hold
313,Visa Processing,2025-02-21,Sanduni Fonseka,Approved
313,Initial Review,2025-05-30,Jagath Ekanayake,Pending
313,Interview,2025-05-01,Chathurika Edirisinghe,Pending
314,Final Approval,2024-08-15,Aloka Karunaratne,Approved
314,Interview,2024-11-10,Kithsiri Abeysinghe,Pending
314,Initial Review,2024-03-31,Kanchana Abeysinghe,Hold
315,Medical Check,2024-11-01,Pasindu Ponnambalam,Hold
315,Interview,2025-06-10,Aloka Senanayake,Approved
316,Initial Review,2024-12-20,Gayani Weerakoon,Hold
317,Visa Processing,2025-06-01,Bandula Kulathunga,Rejected
318,Visa Processing,2025-02-16,Hiba Dias,Approved
318,Medical Check,2025-05-13,Shashika Thilakarathna,Pending
319,Interview,2025-08-19,Gayani Fernando,Hold
319,Visa Processing,2025-08-10,Roshini Nadarajah,Rejected
319,Initial Review,2025-08-06,Pavithra Xavier,Rejected
320,Interview,2025-07-06,Chandana Jaleel,Approved
321,Medical Check,2025-06-15,Prabha Ponnambalam,Hold
321,Visa Processing,2025-03-07,Fazil Herath,Rejected
321,Initial Review,2025-08-06,Suranga Herath,Approved
322,Final Approval,2025-07-30,Sashika Uthayakumar,Approved
323,Initial Review,2025-08-02,Upeksha Guneratne,Hold
324,Initial Review,2025-03-17,Zameer Chandrasekara,Pending
325,Interview,2025-05-05,Eranga Rizvi,Approved
326,Initial Review,2025-01-31,Prabha Kulathunga,Hold
326,Interview,2025-05-06,Indrani Herath,Rejected
327,Interview,2025-02-08,Tharushi Kumara,Pending
328,Visa Processing,2025-05-31,Wimal Herath,Pending
329,Medical Check,2024-12-14,Shey Sivapragasam,Hold
330,Visa Processing,2025-02-23,Zameer Galappaththi,Rejected
330,Initial Review,2024-06-20,Pradeep Cooray,Pending
331,Initial Review,2025-07-13,Wasanthi Vithanage,Hold
331,Visa Processing,2025-08-19,Anne Xavier,Rejected
332,Visa Processing,2024-05-20,Achini Pathirana,Rejected
332,Medical Check,2024-12-05,Sanduni Bandara,Hold
333,Medical Check,2024-01-16,Nadeeka Cooray,Rejected
333,Final Approval,2024-11-16,Janaka Zoysa,Hold
334,Visa Processing,2025-02-13,Jagath Balasuriya,Hold
335,Interview,2024-10-13,Aloka Kulathunga,Rejected
335,Initial Review,2024-05-12,Wasanthi Madugalle,Rejected
335,Final Approval,2025-05-13,Tharushi Dissanayake,Pending
336,Visa Processing,2025-06-27,Kalani Guneratne,Pending
336,Medical Check,2025-03-12,Menaka Nadarajah,Approved
337,Initial Review,2025-04-27,Achini Hettiarachchi,Pending
337,Interview,2025-03-13,Wathsala Herath,Pending
338,Initial Review,2025-06-06,Tharaka Rajapaksa,Hold
338,Final Approval,2024-05-18,Chamara Thangavelu,Hold
338,Interview,2025-01-08,Viraj Ilangakoon,Approved
339,Initial Review,2025-08-12,Achini Jayawardena,Hold
339,Visa Processing,2025-05-30,Jagath Dias,Rejected
339,Medical Check,2025-07-11,Soha Kulathunga,Rejected
340,Initial Review,2025-08-20,Roshini Zoysa,Approved
341,Medical Check,2024-01-19,Dinesh Amarasinghe,Pending
342,Medical Check,2024-12-05,Deepthi Rizvi,Approved
342,Visa Processing,2025-07-20,Gayan Thilakarathna,Hold
342,Final Approval,2025-08-03,Aloka Ranaweera,Rejected
343,Medical Check,2024-10-11,Madhavi Sivapragasam,Hold
343,Initial Review,2024-10-19,Eshini Yogarajah,Hold
343,Visa Processing,2025-01-12,Bandula Yapa,Pending
344,Medical Check,2025-02-18,Eranga Ratnayake,Approved
345,Visa Processing,2024-03-26,Anjali Senanayake,Hold
345,Initial Review,2024-01-26,Nadeeka Fernando,Pending
346,Interview,2025-08-15,Madushika Lokuhetti,Rejected
347,Initial Review,2025-03-16,Fazil Chandrasekara,Pending
347,Interview,2024-02-18,Udaya Jayawardena,Hold
348,Medical Check,2024-05-29,Zainab Sivapragasam,Pending
348,Interview,2025-03-20,Nadeeka Rizvi,Approved
348,Final Approval,2024-07-12,Ajith Weerakoon,Approved
349,Visa Processing,2025-07-16,Gayan Chandrasekara,Approved
349,Interview,2025-05-16,Menaka Ponnambalam,Pending
349,Final Approval,2025-08-15,Fathima Ponnambalam,Rejected
350,Initial Review,2025-06-13,Saisha Ratnayake,Pending
350,Final Approval,2024-03-25,Amarasiri Madugalle,Rejected
351,Medical Check,2024-03-30,Bhagya Amarasinghe,Rejected
351,Initial Review,2024-12-10,Eshini de Silva,Approved
351,Interview,2025-06-09,Prasad Jayawardena,Hold
352,Final Approval,2025-07-31,Ranil Yapa,Approved
352,Medical Check,2025-08-04,Ruwan Dharmasena,Hold
353,Visa Processing,2024-11-19,Chaminda de Silva,Rejected
353,Medical Check,2025-05-22,Harsha Ekanayake,Rejected
353,Initial Review,2024-07-20,Chandrika Yogarajah,Pending
354,Final Approval,2025-07-03,Ruwini Madugalle,Hold
354,Visa Processing,2025-03-21,Oshadi Xavier,Pending
354,Interview,2025-04-01,Kanchana Dissanayake,Pending
355,Final Approval,2025-07-09,Pasindu Ratnayake,Hold
355,Interview,2025-07-29,Chamara Vigneswaran,Pending
355,Visa Processing,2025-07-23,Saman Hettiarachchi,Approved
356,Visa Processing,2025-02-25,Erandika Vithanage,Pending
356,Medical Check,2025-04-17,Chaminda Hewage,Hold
356,Final Approval,2025-03-15,Mahinda Obeysekera,Approved
357,Visa Processing,2025-02-14,Anne Vithanage,Pending
357,Final Approval,2024-09-22,Aloka Thangavelu,Rejected
357,Initial Review,2025-04-22,Wimal Sivapragasam,Approved
358,Interview,2025-05-01,Achini Nadarajah,Approved
358,Initial Review,2024-06-12,Sanjaya Bandara,Rejected
358,Medical Check,2025-06-21,Duminda Fernando,Pending
359,Visa Processing,2025-06-20,Vijitha Dissanayake,Hold
359,Final Approval,2024-05-01,Anne Kumara,Hold
360,Interview,2025-02-07,Duminda Rizvi,Rejected
361,Medical Check,2025-08-15,Vishaka Balasuriya,Rejected
361,Interview,2025-07-13,Soha Vigneswaran,Hold
362,Medical Check,2025-04-11,Vishaka Perera,Hold
363,Medical Check,2025-02-05,Achini Herath,Approved
364,Final Approval,2025-08-16,Aloka Nanayakkara,Rejected
364,Interview,2025-08-13,Yohan Thilakarathna,Pending
364,Visa Processing,2025-08-11,Fathima Sivapragasam,Pending
365,Interview,2025-04-30,Kamal Galappaththi,Pending
365,Final Approval,2025-04-24,Shey de Silva,Rejected
365,Medical Check,2025-04-16,Eranga Udayanga,Pending
366,Medical Check,2024-04-04,Tharushi Ilangakoon,Approved
367,Final Approval,2025-05-26,Yasith Balasuriya,Pending
367,Visa Processing,2024-10-18,Harshani Amarasinghe,Pending
368,Final Approval,2025-07-21,Soha Balasuriya,Hold
369,Visa Processing,2025-07-27,Saman Galappaththi,Hold
369,Medical Check,2025-05-04,Mahesh Rizvi,Pending
369,Interview,2025-05-10,Ishani Guneratne,Pending
370,Initial Review,2024-05-03,Chandrika Jayaweera,Rejected
370,Final Approval,2025-03-20,Lahiru Zuhair,Rejected
371,Visa Processing,2025-03-25,Sampath Samarasinghe,Pending
371,Initial Review,2024-08-14,Yohan Gamage,Rejected
372,Initial Review,2025-08-18,Ranil Ratnayake,Pending
372,Medical Check,2025-05-31,Wasantha Hewage,Approved
372,Interview,2024-10-15,Harshani Peiris,Rejected
373,Initial Review,2025-05-29,Thilina Weerasinghe,Pending
373,Visa Processing,2025-05-10,Upul Pathirana,Pending
374,Medical Check,2025-05-30,Yasith Ilangakoon,Pending
375,Medical Check,2025-07-23,Vishaka Abeysinghe,Rejected
376,Initial Review,2024-04-09,Suranga Vigneswaran,Hold
376,Interview,2024-06-13,Janaka Balasuriya,Approved
376,Visa Processing,2025-05-26,Yasara Balasuriya,Approved
377,Medical Check,2024-09-14,Chamara Balasuriya,Approved
377,Interview,2024-10-07,Sana Rizvi,Approved
378,Medical Check,2024-08-25,Adeesha Zoysa,Rejected
378,Initial Review,2025-07-31,Upul Cooray,Hold
379,Initial Review,2025-07-17,Wasantha Munasinghe,Pending
380,Visa Processing,2025-03-02,Ranil Hewage,Rejected
380,Interview,2025-05-31,Bhagya Edirisinghe,Pending
381,Medical Check,2025-06-06,Nadeeka Edirisinghe,Rejected
381,Final Approval,2024-09-10,Kamal Uthayakumar,Hold
382,Final Approval,2024-10-06,Lahiru Ilangakoon,Approved
383,Final Approval,2024-02-29,Nirosha Amarasinghe,Approved
383,Visa Processing,2024-09-12,Nethmi Peiris,Rejected
383,Medical Check,2025-06-09,Ganga Kodithuwakku,Approved
384,Interview,2025-07-22,Oshan Guneratne,Pending
384,Final Approval,2025-08-11,Sana Wickramasinghe,Hold
384,Initial Review,2025-08-18,Wasanthi Chandrasekara,Pending
385,Visa Processing,2025-01-27,Chandana Gamage,Pending
386,Final Approval,2025-08-13,Gamini Kulathunga,Approved
386,Initial Review,2025-08-14,Madhavi Alwis,Rejected
387,Final Approval,2025-06-01,Yohan Quintus,Rejected
388,Medical Check,2025-08-03,Mohamed Uthayakumar,Rejected
389,Visa Processing,2025-04-09,Viraj Dissanayake,Approved
389,Initial Review,2025-05-07,Upeksha Amarasinghe,Hold
390,Final Approval,2025-01-13,Fazil Kulathunga,Rejected
390,Visa Processing,2024-12-17,Lasantha Cooray,Rejected
390,Medical Check,2024-08-11,Duminda Weerasinghe,Approved
391,Initial Review,2025-03-15,Tilak Kulathunga,Rejected
391,Visa Processing,2023-10-25,Kanchana Karunaratne,Approved
391,Medical Check,2024-11-24,Lalith Ibrahim,Hold
392,Initial Review,2025-02-07,Chandrika Zuhair,Pending
392,Medical Check,2025-05-24,Oshini Balasuriya,Rejected
393,Interview,2024-12-07,Menaka Ratnayake,Pending
393,Medical Check,2024-12-31,Zameer Lokuhetti,Approved
394,Interview,2025-08-20,Buddhika Perera,Rejected
394,Medical Check,2025-08-20,Ganga Zoysa,Approved
394,Final Approval,2025-08-20,Ruwini Rizvi,Pending
395,Final Approval,2025-08-16,Gamini Edirisinghe,Pending
396,Visa Processing,2025-07-06,Akila Bandara,Hold
396,Initial Review,2025-03-20,Vishaka Karunaratne,Pending
397,Visa Processing,2024-11-09,Zameer Nadarajah,Rejected
397,Initial Review,2025-03-11,Lalith Dharmasena,Approved
397,Interview,2024-04-16,Janaka Rizvi,Rejected
398,Initial Review,2025-05-19,Indika Gunawardena,Rejected
398,Medical Check,2025-01-18,Ruwini Guneratne,Rejected
398,Interview,2025-08-08,Amarasiri Thilakarathna,Rejected
399,Interview,2025-08-11,Jayantha Opatha,Rejected
399,Visa Processing,2025-08-09,Achini Jaleel,Hold
400,Medical Check,2025-06-18,Indrani Obeysekera,Rejected
401,Visa Processing,2025-08-03,Nadeeka Rizvi,Rejected
401,Final Approval,2024-12-04,Madhavi Wickramasinghe,Rejected
402,Initial Review,2024-03-03,Suranga Obeysekera,Approved
402,Interview,2025-04-25,Prasad Dias,Hold
402,Final Approval,2025-01-06,Adeesha Kodithuwakku,Approved
403,Initial Review,2025-08-04,Priyantha Uthayakumar,Hold
403,Visa Processing,2025-08-19,Ajith Balasuriya,Hold
403,Interview,2025-08-13,Buddhika Rizvi,Rejected
404,Interview,2024-03-26,Anne Edirisinghe,Rejected
404,Medical Check,2025-02-06,Rohan Vithanage,Rejected
404,Final Approval,2024-11-29,Sana Kodithuwakku,Approved
405,Interview,2025-05-06,Ranil Galappaththi,Rejected
406,Initial Review,2024-10-14,Amarasiri Cooray,Pending
407,Interview,2025-03-29,Gayan Vithanage,Approved
407,Visa Processing,2025-05-07,Buddhini Amarasinghe,Pending
408,Initial Review,2025-07-17,Achini Wickramasinghe,Pending
409,Interview,2025-07-16,Soha Vithanage,Approved
409,Medical Check,2025-06-24,Oshadi Fonseka,Rejected
410,Final Approval,2025-02-24,Upul Ibrahim,Hold
410,Initial Review,2025-03-28,Abhaya Vithanage,Pending
411,Initial Review,2025-06-10,Ruwini Ibrahim,Hold
411,Visa Processing,2025-07-11,Chandrika Uthayakumar,Hold
411,Final Approval,2025-06-17,Nethmi Vigneswaran,Hold
412,Interview,2025-03-10,Nishani Edirisinghe,Hold
412,Medical Check,2025-03-28,Viraj Cooray,Pending
413,Initial Review,2024-08-29,Mahesh Ratnayake,Approved
414,Final Approval,2025-07-11,Saman Hettiarachchi,Hold
415,Visa Processing,2025-06-29,Janani Abeysinghe,Pending
415,Final Approval,2025-01-09,Chandana Ratnayake,Rejected
416,Interview,2025-03-22,Oshini Weerakoon,Rejected
416,Initial Review,2025-07-01,Gayan Ranaweera,Hold
416,Medical Check,2025-07-10,Sampath Balasuriya,Pending
417,Final Approval,2025-05-21,Aloka Hettiarachchi,Pending
417,Interview,2025-04-30,Kamal Peiris,Approved
417,Medical Check,2025-04-30,Nethmi Galappaththi,Approved
418,Interview,2024-01-16,Ishani Dias,Rejected
418,Medical Check,2025-05-02,Fathima Munasinghe,Approved
418,Initial Review,2025-03-03,Ranjith Obeysekera,Rejected
419,Interview,2025-02-11,Dilani Basnayake,Hold
419,Final Approval,2024-05-09,Pasindu Quintus,Hold
419,Medical Check,2025-03-16,Harshani Thilakarathna,Approved
420,Interview,2024-08-18,Chathurika Ibrahim,Pending
421,Final Approval,2024-02-04,Vishaka Alwis,Rejected
421,Initial Review,2025-07-02,Lalith Vigneswaran,Approved
